Transcript ID,Transcript Name,Raw Counts,Unique Reads,Ambiguous Reads,Multi-Mapped Reads,Percent of Reads from Ambig,Status,Group,Method
ENST00000282344,USP12-201,3233.904,3133,157,100.904,0.031201915703125385,more_unique,Concordant,HISAT2
ENST00000380752,SLC7A1-201,12572.314,11523,1264,1049.3140000000003,0.08346228069073046,more_unique,Concordant,HISAT2
ENST00000380071,RFC3-201,4367.34,2505,2109,1862.3400000000001,0.42642432235640004,more_unique,Concordant,HISAT2
ENST00000381482,STK35-201,7572.779,6195,1518,1377.7790000000005,0.1819383610692984,more_unique,Concordant,HISAT2
ENST00000381077,PUDP-201,1584.547,620,1019,964.547,0.6087209782985294,more_multi,Concordant,HISAT2
ENST00000379143,PCNA-201,16374.204,979,15736,15395.204,0.9402108340655827,more_multi,Concordant,HISAT2
ENST00000342192,UBE2L3-201,10774.528,947,10337,9827.528,0.9121075187701958,more_multi,Concordant,HISAT2
ENST00000290349,CBR1-201,2386.445,355,2155,2031.4450000000002,0.85124316713773,more_multi,Concordant,HISAT2
ENST00000276914,PLIN2-201,1556.104,1109,475,447.10400000000004,0.28732269822582557,more_unique,Concordant,HISAT2
ENST00000359039,KLHL9-201,3505.281,3461,87,44.28099999999995,0.012632653416373736,more_unique,Concordant,HISAT2
ENST00000379847,NDUFB6-203,1529.389,940,841,589.3889999999999,0.3853754669348347,more_unique,Concordant,HISAT2
ENST00000282003,OBI1-201,2404.227,2372,62,32.22699999999986,0.013404308328622824,more_unique,Concordant,HISAT2
ENST00000256496,ARL8B-201,7966.918,2830,5290,5136.918,0.6447810809650607,more_multi,Concordant,HISAT2
ENST00000309311,EEF2-201,119820.858,86536,41881,33284.85799999999,0.2777885132486699,more_unique,Concordant,HISAT2
ENST00000375370,TFDP1-201,8678.561,2958,6688,5720.561,0.6591600842582083,more_multi,Concordant,HISAT2
ENST00000308683,ZNF622-201,3483.248,3418,117,65.24800000000005,0.018731942141357736,more_unique,Concordant,HISAT2
ENST00000261537,MIB1-201,19063.8,13135,8686,5928.799999999999,0.31099780736264543,more_unique,Concordant,HISAT2
ENST00000376327,PLP2-202,5722.245,4228,1602,1494.245,0.26112915472860737,more_unique,Concordant,HISAT2
ENST00000373233,CHD6-202,12404.373,8044,5067,4360.373,0.351519016720958,more_unique,Concordant,HISAT2
ENST00000265069,ZFR-201,17726.158,7770,11259,9956.158,0.5616647442722783,more_multi,Concordant,HISAT2
ENST00000221200,KCTD9-201,3363.51,1599,1939,1764.5100000000002,0.5246037621413345,more_multi,Concordant,HISAT2
ENST00000040738,BOD1L1-201,13663.599,11076,2984,2587.599,0.18937902085680355,more_unique,Concordant,HISAT2
ENST00000378536,SKI-201,8532.203,8211,557,321.2029999999995,0.037645963182076136,more_unique,Concordant,HISAT2
ENST00000328024,RAB11B-201,3684.591,2685,1222,999.5909999999999,0.27128954068443417,more_unique,Concordant,HISAT2
ENST00000216129,TTLL12-201,5244.875,2655,2783,2589.875,0.4937915584260826,more_unique,Concordant,HISAT2
ENST00000618046,SLC4A1AP-206,3815.628,0,4318,3815.628,1,all_ambig_reads,Concordant,HISAT2
ENST00000296684,NDUFS4-201,3149.865,172,3219,2977.865,0.9453944851604751,more_multi,Concordant,HISAT2
ENST00000475243,VAPB-204,5423.438,3143,7360,2280.438,0.4204783017709431,more_unique,Concordant,HISAT2
ENST00000358432,EPHA2-201,15131.909,10712,4901,4419.909,0.29209196275235333,more_unique,Concordant,HISAT2
ENST00000355937,PRELID3B-201,9731.874,6326,5805,3405.874,0.3499710333282161,more_unique,Concordant,HISAT2
ENST00000235835,AKR7A2-201,1838.612,562,1328,1276.612,0.6943346393910189,more_multi,Concordant,HISAT2
ENST00000210313,PSMD5-201,5268.211,3172,2376,2096.2110000000002,0.39789807204001515,more_unique,Concordant,HISAT2
ENST00000296755,MAP1B-201,50467.073,41204,10673,9263.072999999997,0.18354686430893263,more_unique,Concordant,HISAT2
ENST00000395686,ERO1A-201,6942.569,4265,4456,2677.5690000000004,0.38567409268816777,more_unique,Concordant,HISAT2
ENST00000276569,ARMC1-201,7104.152,282,7072,6822.152,0.9603049033860762,more_multi,Concordant,HISAT2
ENST00000251047,LMAN1-201,26135.589,19856,6778,6279.589,0.24026965682694199,more_unique,Concordant,HISAT2
ENST00000262215,ARFGEF1-201,10154.392,2658,7908,7496.392,0.73824134423804,more_multi,Concordant,HISAT2
ENST00000307407,CXCL8-201,3689.33,3013,823,676.3299999999999,0.1833205487175178,more_unique,Concordant,HISAT2
ENST00000247655,COX7C-201,5206.11,1212,4534,3994.1099999999997,0.767196620893527,more_multi,Concordant,HISAT2
ENST00000303714,ANTXR1-201,11489.322,9262,4044,2227.322,0.1938601773020201,more_unique,Concordant,HISAT2
ENST00000218364,HTATSF1-201,5217.434,51,5381,5166.434,0.9902250799914287,more_multi,Concordant,HISAT2
ENST00000334512,ZMIZ1-201,5572.733,3811,1872,1761.7330000000002,0.31613447118316995,more_unique,Concordant,HISAT2
ENST00000182527,TRAM2-201,19461.445,19209,511,252.4449999999997,0.012971544507614913,more_unique,Concordant,HISAT2
ENST00000309971,GLE1-201,2946.966,1349,1635,1597.966,0.5422410709862279,more_multi,Concordant,HISAT2
ENST00000298767,WAPL-201,13140.418,7346,6730,5794.418,0.4409614671314109,more_unique,Concordant,HISAT2
ENST00000373703,PEF1-201,1572.104,753,852,819.104,0.5210240543882593,more_multi,Concordant,HISAT2
ENST00000372348,ABL1-202,2406.81,700,5600,1706.81,0.7091585958177006,more_multi,Concordant,HISAT2
ENST00000263847,OSBP-201,6776.711,5596,1372,1180.7110000000002,0.17423068506241451,more_unique,Concordant,HISAT2
ENST00000316836,PNMA1-201,5206.851,5145,141,61.85099999999966,0.011878772793767223,more_unique,Concordant,HISAT2
ENST00000227520,CCDC86-201,7374.659,1953,5565,5421.659,0.7351741958509539,more_multi,Concordant,HISAT2
ENST00000357214,SFPQ-201,26306.489,21272,9393,5034.489000000001,0.19137821850722844,more_unique,Concordant,HISAT2
ENST00000297293,LMTK2-201,3716.953,3587,195,129.95299999999997,0.034962239231973065,more_unique,Concordant,HISAT2
ENST00000324109,DNMBP-201,9872.001,4262,6278,5610.001,0.568273949729138,more_multi,Concordant,HISAT2
ENST00000301067,KMT2D-201,23363.07,21334,3335,2029.0699999999997,0.08684945942463895,more_unique,Concordant,HISAT2
ENST00000553612,GTF2A1-203,5737.165,4559,1936,1178.165,0.20535665263244127,more_unique,Concordant,HISAT2
ENST00000257770,NT5E-201,16025.108,954,16708,15071.108,0.9404684199320217,more_multi,Concordant,HISAT2
ENST00000301180,DIP2B-201,7207.286,3665,3913,3542.286,0.49148680932045713,more_unique,Concordant,HISAT2
ENST00000360535,CLIP3-201,1750.306,1029,759,721.306,0.4121027980250311,more_unique,Concordant,HISAT2
ENST00000372396,KDM4A-201,4341.333,2496,2078,1845.3329999999996,0.425061380916875,more_unique,Concordant,HISAT2
ENST00000273258,ARL6IP5-201,3079.477,1289,1857,1790.4769999999999,0.5814224298476657,more_multi,Concordant,HISAT2
ENST00000258198,DYNC1LI2-201,7883.277,4910,3368,2973.277,0.37716256830757056,more_unique,Concordant,HISAT2
ENST00000264645,CASC3-201,12918.292,1725,12067,11193.292,0.8664684154840284,more_multi,Concordant,HISAT2
ENST00000230990,HBEGF-201,2499.437,1372,1296,1127.437,0.45107638240131676,more_unique,Concordant,HISAT2
ENST00000306726,PTPN9-201,5580.015,3,6084,5577.015,0.9994623670366477,more_multi,Concordant,HISAT2
ENST00000283195,RANBP2-201,29967.843,27075,4372,2892.8430000000008,0.09653157219223288,more_unique,Concordant,HISAT2
